"","month","year","total_volume","min_flow","max_flow","mean_flow","median_flow"
"420",9,1970,73267200,1036800,5443200,2442240,1987200
"421",9,1971,1251072000,7430400,340416000,41702400,11664000
"422",9,1972,181526400,2246400,19699200,6050880,4665600
"423",9,1973,278553600,3888000,22032000,9285120,8467200
"424",9,1974,4006022400,11404800,634176000,133534080,27820800
"425",9,1975,2488233600,3283200,471744000,82941120,8424000
"426",9,1976,128736000,864000,29289600,4291200,2246400
"427",9,1977,399254400,1123200,142560000,13308480,3153600
"428",9,1978,228182400,1728000,35942400,7606080,3628800
"429",9,1979,1128556800,3369600,235872000,37618560,14601600
"430",9,1980,85259520,449280,11404800,2841984,1857600
"431",9,1981,1147651200,2764800,341280000,38255040,8812800
"432",9,1982,228441600,6220800,10540800,7614720,6566400
"433",9,1983,191894400,5443200,8899200,6396480,5961600
"434",9,1984,704246400,14256000,37584000,23474880,23673600
"435",9,1985,175824000,5788800,5875200,5860800,5875200
"436",9,1986,379382400,10195200,15811200,12646080,13910400
"437",9,1987,434332800,11923200,19267200,14477760,14256000
"438",9,1988,401932800,9936000,18403200,13397760,13046400
"439",9,1989,1199318400,14688000,127008000,39977280,19094400
"440",9,1990,431740800,13132800,16243200,14391360,14428800
"441",9,1991,417744000,12096000,15033600,13924800,14515200
"442",9,1992,474422400,14428800,16934400,15814080,16329600
"443",9,1993,470448000,14169600,17539200,15681600,15249600
"444",9,1994,383097600,7171200,15811200,12769920,13348800
"445",9,1995,410400000,12787200,14774400,13680000,13608000
"446",9,1996,10246694400,14169600,641088000,341556480,386640000
